account,full_name,input_title,linkedin_url,fresh_title,fresh_company,latest_start,status,note
Canada Life,Philip O Neill,Chief Financial Officer,,,,,not_found,round A by domain
Canada Life,Louise Lombard,Chief People Officer,,,,,not_found,round A by domain
Canada Life,Maria Nicholls,Chief Financial Officer,,,,,not_found,round A by domain
Canada Life,Trish Gehlen Preston,Chief Financial Officer,,,,,not_found,round A by domain
Canada Life,Iain Caskie,Chief Financial Officer,,,,,not_found,round A by domain
Canada Life,Lisa Blackhall,Operations Director,,,,,not_found,round A by domain
Telus,Pamela Snively,Chief Data & Trust Officer,,,,,not_found,round A by domain
Telus,Steve Baker,Chief Operating Officer,,,,,not_found,round A by domain
Telus,Gina Natale,"Executive Director, US Operations",,,,,not_found,round A by domain
Telus,Manuel Sack,Chief Design Officer @TELUS Health Engage,,,,,not_found,round A by domain
Telus,POOJA ARORA,Category Manager - Chief Procurement Office (CPO),,,,,not_found,round A by domain
Telus,Matthew Chow,Chief Mental Health Officer,,,,,not_found,round A by domain
Telus,Olivia (Hyunsoo) L.,"Director of Operations, TELUS Health Virtual Care",,,,,not_found,round A by domain
Telus,Kristen Castrovinci,Director Of Operations,,,,,not_found,round A by domain
Telus,"Kevin Lee BA, CAPM",Director Operations,,,,,not_found,round A by domain
Bell Canada,Tresor Dunia,Service Delivery Director,,,,,not_found,round A by domain
Bell Canada,Natasha Jabbour,Service Delivery Director,,,,,not_found,round A by domain
Bell Canada,Guillaume Senecal,Service Delivery Director,,,,,not_found,round A by domain
Bell Canada,Daniel T.,Service Delivery director,,,,,not_found,round A by domain
Bell Canada,"Lawrence Wong, CPA, CA","Associate Director, Contract and Revenue Assurance",,,,,not_found,round A by domain
Bell Canada,Anna Petkos,Associate Director - Billing Services Management,,,,,not_found,round A by domain
Bell Canada,Stacey Ogilvy,Director - Credit and collections,,,,,not_found,round A by domain
Bell Canada,Marc Isabelle,Associate Director for Customer Operations,,,,,not_found,round A by domain
Bell Canada,Mary Amoroso,Associate Director Service Operations,,,,,not_found,round A by domain
Bell Canada,Brenda Podurgiel,Director Supply Chain-Provisioning and Special projects,,,,,not_found,round A by domain
BMO,Stephen Taylor,EVP and Chief Administrative Officer - US Operations,,,,,not_found,round A by domain
BMO,Peter Intraligi,Chief Operating Officer,,,,,not_found,round A by domain
BMO,Monica Shin,"Chief Operating Officer, Equity Research",,,,,not_found,round A by domain
BMO,Doug Parsons,"Senior Vice President, Director - Equipment Finance",,,,,not_found,round A by domain
BMO,Karen Conway,Bank of Montreal Europe plc Chief Operating Officer,,,,,not_found,round A by domain
BMO,"Cristóbal Cintrón, DrPH, MSc.",Chief Analytical Officer - Startup Partner,,,,,not_found,round A by domain
BMO,Tom Burian,Chief Financial Officer North American Personal & Business Banking,,,,,not_found,round A by domain
BMO,Bo Pang,"Chief Representative, Beijing Representative Office",,,,,not_found,round A by domain
BMO,Johnny Johnson,Senior Vice President/Southeast Region Manager at BMO Transportation Finance,,,,,not_found,round A by domain
BMO,Raphael Schapiro,"COO [T&O Group] and Head, Transformation",,,,,not_found,round A by domain
BMO,Maurice Hudon,Senior Executive Vice President,,,,,not_found,round A by domain
BMO,Adam Schabes,Chief AML Officer at BMO Financial Group,,,,,not_found,round A by domain
BMO,Terje Wefring,COO/Driftssjef,,,,,not_found,round A by domain
BMO,Sara Joyce,"Executive Managing Director and Head, International Financial Institutions and Trade Finance",,,,,not_found,round A by domain
BMO,Hussaini Nuhu,Chief Financial Officer,,,,,not_found,round A by domain
BMO,"Thomas Baranko, JD, CTFA",Chief Trust Officer,,,,,not_found,round A by domain
BMO,Noel Reynolds,Chief Financial Officer & Executive Director Bank of Montreal Europe plc,,,,,not_found,round A by domain
BMO,Yukinori Nishio,Executive Vice President,,,,,not_found,round A by domain
BMO,Viviane Croux,Senior Vice President & Head of Corporate Finance Quebec,,,,,not_found,round A by domain
BMO,Tariq Perry,Chief Financial Officer,,,,,not_found,round A by domain
BMO,Daniel Jarry,"Directeur, opérations // Director, Operations",,,,,not_found,round A by domain
BMO,Wafaa Abousamak,Regional Head of Operations,,,,,not_found,round A by domain
BMO,Amy McWilliam,Regional Director Of Operations,,,,,not_found,round A by domain
BMO,Rosemary Mezik,"Head of Operations & Support, Business Banking",,,,,not_found,round A by domain
BMO,Jeremy Arrighi,Vice President - Regional Operations Manager,,,,,not_found,round A by domain
BMO,Andrina Spearman,Operations Manager Sr. VP,,,,,not_found,round A by domain
BMO,Iris Nazareta,"EMM Operations Manager, Director at BMO",,,,,not_found,round A by domain
BMO,Sharon Xu,"Director, Business Operations, BMO InvestorLine",,,,,not_found,round A by domain
BMO,Kim Shllaku,Regional Head of Operations,,,,,not_found,round A by domain
BMO,Stephane Gervais,Regional Director Of Operations,,,,,not_found,round A by domain
BMO,Aileen Manasan,Regional Director Operations,,,,,not_found,round A by domain
BMO,Tina Watts,Head Of Operations EMEA,,,,,not_found,round A by domain
BMO,Meghan Kostka,Regional Head of Operations - GTA,,,,,not_found,round A by domain
BMO,Walter Brajuka,Director Operations Command Centre,,,,,not_found,round A by domain
BMO,"Sujith Siva, MBA, BA",Vice President Operations,,,,,not_found,round A by domain
BMO,Darrell Majdell,"Director of Operations, Prairie Central Region",,,,,not_found,round A by domain
BMO,Vivian Jiang,Director Of Operations,,,,,not_found,round A by domain
BMO,Craig Oakes,Director of Operations,,,,,not_found,round A by domain
BMO,Hugh Moir,Head Of Operations,,,,,not_found,round A by domain
BMO,Kelsey Martens,"Regional Head of Operations, West",,,,,not_found,round A by domain
BMO,Alice Wan,"Regional Director of Operations, Client Service- West Coast",,,,,not_found,round A by domain
BMO,Emily Krishnakumar,"Head of Business Operations, NA",,,,,not_found,round A by domain
BMO,Tara Murphy,Director Of Operations,,,,,not_found,round A by domain
BMO,Greg Peterson,Senior Director of Operations and Special Projects,,,,,not_found,round A by domain
BMO,Stuart South,Associate Director Of Operations,,,,,not_found,round A by domain
BMO,Tracy Kirchhoff,"Vice President, Regional Operations Manager, Illinois",,,,,not_found,round A by domain
BMO,Kevin Hargreaves,Director Of Operations,,,,,not_found,round A by domain
BMO,Joanne Turner,Regional Director Operations,,,,,not_found,round A by domain
BMO,Damora Paul,Assistant Director of Operations,,,,,not_found,round A by domain
BMO,Athanassiades Maria,Director Business Operations,,,,,not_found,round A by domain
BMO,Janis Brennan,VP Operations Manager,,,,,not_found,round A by domain
BMO,Scott Shelton,"Director, US Financial Planning & Forecasting",,,,,not_found,round A by domain
BMO,Bryan Cheek,Director of Workforce Data & Reporting,,,,,not_found,round A by domain
BMO,"Lesley Walker, CAMS","Vice President, KYC Continuous Improvement",,,,,not_found,round A by domain
BMO,Afolabi Oguntade,"Director, Operational Excellence & Quality",,,,,not_found,round A by domain
BMO,Martin Vermette,"Director, Process Excellence & Procurement Enablement",,,,,not_found,round A by domain
BMO,Daniel Cheriyan,Head of Intelligent Business Process,,,,,not_found,round A by domain
BMO,Amy Ellis,Vice President - Operational Excellence,,,,,not_found,round A by domain
BMO,Andrew Probst,Vice President Business Process Improvement,,,,,not_found,round A by domain
BMO,Marc Andre Bergeron,Managing Director & Head - Global Transaction Banking,,,,,not_found,round A by domain
BMO,"Joseph Stephan, MBA",Vice-President / Global Transaction Banking,,,,,not_found,round A by domain
BMO,Sarah Clements,"Vice President & Head, HR Operations and Shared Services",,,,,not_found,round A by domain
BMO,Douglas Marques,"Director, Service Delivery",,,,,not_found,round A by domain
BMO,Cristina Saenz de Zaitigui,Director - Global Transaction Banking,,,,,not_found,round A by domain
BMO,Chris Quinlan,"Head of Service, Operations & Support",,,,,not_found,round A by domain
BMO,Luis Cortes,Associate Director / Manager of Equity Middle Office,,,,,not_found,round A by domain
BMO,Laura Elgar,"Director, HR Shared Services Delivery",,,,,not_found,round A by domain
BMO,Farooq Bhayani,"Associate Director, Service Delivery",,,,,not_found,round A by domain
BMO,Tammy Baker,"Director, Global Middle Office",,,,,not_found,round A by domain
BMO,Arthur Lacerda de Almeida,"Vice President, Global Transaction Banking",,,,,not_found,round A by domain
BMO,"Jeffrey Hutka, CFA",Vice President - Global Transaction Banking,,,,,not_found,round A by domain
BMO,"Kennard Wong, CFA","Associate Director, Middle Office/Trade Support",,,,,not_found,round A by domain
BMO,Eric Chibnik,"Managing Director, Corporate and Commercial Lending Operations",,,,,not_found,round A by domain
BMO,Laurie Carson,"VP, Director- Deposit Operations (US & Canada)",,,,,not_found,round A by domain
BMO,Anthony Bellicoso,"VP, Head Corporate and Commercial Lending Operations",,,,,not_found,round A by domain
BMO,Neil Gandhi,"Director, Commercial Lending Operations, Canada",,,,,not_found,round A by domain
BMO,Imran Shivji,"Director, Corporate and Commerical Lending Operations",,,,,not_found,round A by domain
BMO,Caroline Ogeto,Director - Commercial Lending Operations,,,,,not_found,round A by domain
BMO,Caroline Bahadri,Director - Corporate and Commercial Lending Operations,,,,,not_found,round A by domain
BMO,Kathleen St-cyr,"Director CLO Comercial Lending Operations,",,,,,not_found,round A by domain
BMO,Cheryl Lownds,Managing Director Corporate Commercial Lending Operations,,,,,not_found,round A by domain
BMO,Colleen O'Dwyer,AVP - Consumer Lending Operations,,,,,not_found,round A by domain
BMO,Berto D.,"Regional Director, Lending Operations, GTA",,,,,not_found,round A by domain
BMO,Myriam Mamane,"Managing Director, Treasury & Payments Solutions",,,,,not_found,round A by domain
BMO,Sanjay Popat,"Director, Treasury & Payments Solutions",,,,,not_found,round A by domain
BMO,Janet Kelly BSc PMP CAMS (She/Her),"Director, Head CM AML/KYC Change Portfolio | Client Services",,,,,not_found,round A by domain
BMO,Arumugam (Aru) Appadurai,"VP & Director, Emerging Payments",,,,,not_found,round A by domain
BMO,"Katherina Vivar, CTP","Director, Treasury & Payments Solutions",,,,,not_found,round A by domain
BMO,"Dimitrios Delios, MSc, CIA, CRCM, CAMS, CFE, CBP, CAPFC",Head of AML KYC Program Management,,,,,not_found,round A by domain
BMO,Sharon Blair,"Director, Treasury and Payments Solutions",,,,,not_found,round A by domain
BMO,Yolanda Rodrigues,Head of Investment Operations,,,,,not_found,round A by domain
BMO,Bilal Qureshi,Director - Credit Cards & Payments,,,,,not_found,round A by domain
BMO,Justin Hopper,"Director, Onboarding and Journey Simplification",,,,,not_found,round A by domain
BMO,Frank Pasceri,"Director, Credit Card Acquisition & Onboarding",,,,,not_found,round A by domain
BMO,Elizabeth Brunton,"Associate Director, Treasury and Payments Solutions",,,,,not_found,round A by domain
BMO,Kathryn Digilio,Director Debit and Card Operations,,,,,not_found,round A by domain
BMO,Stephanie D.,Vice President Treasury and Payments,,,,,not_found,round A by domain
BMO,Kayla J.,"Director, Office of Reconciliation",,,,,not_found,round A by domain
BMO,Nicole Welch,Vice President - Treasury & Payments,,,,,not_found,round A by domain
BMO,Pardeep Dosanjh,"Associate Director, Treasury and Payments",,,,,not_found,round A by domain
BMO,Laura Exley,"Director, Client Onboarding",,,,,not_found,round A by domain
BMO,Scott Murayama,"Senior Director, Treasury and Payments, BC Region",,,,,not_found,round A by domain
BMO,Heather Purves,"Managing Director, RBTPO Deposits and Payments Canada",,,,,not_found,round A by domain
BMO,Melissa Foxworth,"Manager and Director, Trust Settlement Services",,,,,not_found,round A by domain
BMO,Shalini Pais,Associate Director -TREASURY & PAYMENTS SERVICES,,,,,not_found,round A by domain
BMO,Jennifer Spitz,Assistant Vice President - Deposit & Payment Operations Project Delivery,,,,,not_found,round A by domain
BMO,Katie Hanley,"Director, Estate Settlement Services",,,,,not_found,round A by domain
Telus,"Krista Schmidt, PMP","Director, Operations - FOCUS & SkyHawk by TELUS",,,,,not_found,round A by domain
Telus,Germilee Jean,Director of Operations - Payvider,,,,,not_found,round A by domain
Telus,Kishma Pacquette,Director of Operations,,,,,not_found,round A by domain
Telus,Don Blacklock,Director Of Operations,,,,,not_found,round A by domain
Telus,David Springer,Associate Director of Operations,,,,,not_found,round A by domain
Telus,Bob Yoon,"Director of Operations, TELUS Partner Solutions",,,,,not_found,round A by domain
Telus,Angela Maddox,Director Of Operations,,,,,not_found,round A by domain
Telus,Andrew Stanley,Director of Operations,,,,,not_found,round A by domain
Telus,TJ Ehmann,Director Of Operations,,,,,not_found,round A by domain
Telus,Kayla Shum,Director of Operations,,,,,not_found,round A by domain
Telus,"Nathalie Leclerc, CTACC",Director of Operations and Client Success,,,,,not_found,round A by domain
Telus,Tyson Joyce,Director- Quality and Continuous Improvement,,,,,not_found,round A by domain
Canada Life,Deirdre L.,Head of Operations,,,,,not_found,round A by domain
Canada Life,Mark Armstrong,Head of Operations,,,,,not_found,round A by domain
Canada Life,Christine Peloghitis,"Head of Operations, CLRe Barbados",,,,,not_found,round A by domain
Canada Life,Christine Milsom,Head of Operational Excellence,,,,,not_found,round A by domain
Canada Life,cormac o'carroll,Head of Back Office Delivery,,,,,not_found,round A by domain
Canada Life,Ryan Wirth,"Director, Shared Services Operations",,,,,not_found,round A by domain
