record_id,company,domain,industry,employees,account_type,cc_latest,wfm_latest,cc_all,rep_confirmed
1024662802,Hyatt Hotels Corporation,hyatt.com,Hospitality,50000,Prospect,NICE,Calabrio,"Calabrio (2024-10-01), NICE inContact (2024-03-14)",
1024662806,"The TJX Companies, Inc.",tjx.com,Retail,329000,Prospect,NICE,,NICE CXone (2025-10-28),
1024662809,Maximus,maximus.com,Outsourcer,18600,Prospect,NICE,Calabrio,"Calabrio (2024-09-23), NICE CXone (2026-07-09), Verint Workforce Management (2023-09-30)","Verint (WFM, back office) per Nathan Belfield, 2026-09-04; PredictLeads adds NICE CXone seen 2026-07"
1024662815,Ecolab,ecolab.com,Manufacturing,47000,Prospect,NICE,,"NICE CXone (2024-11-22), NICE inContact (2023-12-05)",
1024662827,UKG,ukg.com,,16048,Prospect,RingCentral,,"NICE CXone (2026-05-20), RingCentral (2026-05-20)",
1024662828,FirstSource,firstsource.com,Business Services,22824,Prospect,Amazon Connect,Calabrio,"Amazon Connect (2026-09-04), Calabrio (2026-01-29), Five9 (2026-04-14), NICE inContact (2025-06-04)",
1024662840,Serco Inc,serco.com,,50000,Prospect,NICE,Calabrio,"Avaya (2026-06-03), Calabrio (2024-11-26), Five9 (2026-06-03), Genesys (2026-06-03), Genesys Cloud (2026-06-03), NICE CXone (2026-06-03)",
1024662858,Edward Jones,edwardjones.com,Div Financial Services,50000,Customer,Avaya,Verint,"Avaya (2026-07-11), Genesys (2023-12-06), Genesys Cloud (2023-12-06), Verint Workforce Management (2022-06-14)",
1024662864,USAN,usan.com,Systems Integrator,0,Prospect,Amazon Connect,,"Amazon Connect (2026-08-29), Avaya (2026-06-09), Five9 (2026-06-09), Genesys (2026-08-08), Genesys Cloud (2026-06-08), NICE CXone (2026-06-08), NICE inContact (2026-06-09)",
1024662881,CarMax Auto Finance,carmax.com,Retail,30000,Prospect,Genesys,,"Genesys (2025-09-04), Genesys Cloud (2025-09-04), NICE inContact (2020-06-01)",
1024662883,Blue Cross Blue Shield Arizona (BCBS AZ),azblue.com,Home & Auto Insurance,2500,Prospect,Avaya,Verint,"Avaya (2025-04-02), Avaya Call Management System (2023-03-15), NICE inContact (2023-03-15), Verint (2023-06-07)",
1024662884,Primerica,primerica.com,Insurance,2381,Prospect,Avaya,,"Avaya (2026-03-11), NICE CXone (2020-09-22)",
1024662896,Capital Blue Cross,capbluecross.com,Home & Auto Insurance,2589,Prospect,NICE,Calabrio,"Avaya (2023-10-10), Calabrio (2024-11-21), NICE inContact (2023-11-29)",
1024662899,DaVita Kidney Care,davita.com,Healthcare Provider,70000,Prospect,NICE,,"NICE CXone (2026-08-15), TalkDesk (2026-07-08)",
1024662904,Canon USA,canon.com,Manufacturing,11000,Prospect,,Calabrio,"Calabrio One (2026-06-23), Verint Workforce Management (2023-03-15)",
1024662905,Consumer Cellular,consumercellular.com,Telco/Cable,2400,Prospect,NICE,Aspect,"Alvaria (2025-12-09), Avaya (2025-01-12), NICE CXone (2025-12-09), NICE inContact (2025-12-09)",
1024662912,TripAdvisor,tripadvisor.com,Hospitality,3112,Prospect,NICE,,NICE inContact (2022-01-05),
1024662920,First Utility,first-utility.com,Utilities,64,Prospect,,Verint,Verint (2017-07-31),
1024662930,RSA Insurance Group (Canada),rsagroup.ca,Home & Auto Insurance,2900,Prospect,,Verint,Verint Workforce Management (2020-09-05),
1024662934,UCHealth,uchealth.org,Healthcare Provider,28500,Prospect,NICE,,NICE CXone (2020-12-09),
1024662990,Payoneer,payoneer.com,Div Financial Services,2336,Prospect,NICE,,NICE CXone (2025-12-09),
1024662993,Trupanion,trupanion.com,Health Insurance,1187,Prospect,Avaya,Calabrio,"Avaya (2023-09-23), Calabrio (2026-06-12), NICE inContact (2023-01-18)",
1024663003,Enterprise Mobility (formerly Enterprise Holdings),enterprise.com,Transportation,90000,Prospect,NICE,,NICE CXone (2020-12-05),
1024663020,World Travel Holdings,worldtravelholdings.com,Hospitality,56,Prospect,NICE,Aspect,"Alvaria (2024-11-18), NICE CXone (2024-11-22), RingCentral (2023-03-01)",
1024663021,Konica Minolta Business Solutions,konicaminolta.us,Technology,5000,Prospect,NICE,,NICE inContact (2024-01-29),
1024663024,Sun Life Financial,sunlife.com,Div Financial Services,29169,Prospect,,NICE,Nice Workforce Management (2023-10-05),
1024663051,Qualfon,qualfon.com,Outsourcer,14000,Prospect,Avaya,Verint,"Avaya (2026-07-31), Avaya Call Management System (2026-07-21), Verint (2023-03-08)",
1024663057,Henry Schein,henryschein.com,Retail,23000,Prospect,Amazon Connect,,"Amazon Connect (2026-06-30), Avaya (2022-11-03), Genesys (2022-10-16), Genesys Cloud (2022-10-16), NICE CXone (2022-10-16)",
1024663083,AmeriHealth Caritas,amerihealthcaritas.com,Home & Auto Insurance,9000,Prospect,Avaya,Verint,"Avaya (2024-01-30), Avaya CentreVu Supervisor (2024-01-30), Verint (2024-01-30), Verint Workforce Management (2020-08-30)",
1024663110,NFU Mutual,nfumutual.co.uk,Div Financial Services,4043,Prospect,,NICE,Nice Workforce Management (2024-11-16),
1024663111,Pella Corporation,pella.com,Manufacturing,9502,Prospect,NICE,Calabrio,"Calabrio (2024-09-03), NICE inContact (2023-12-07)",
1024663119,Finastra,finastra.com,Software,10000,Prospect,,Verint,Verint Workforce Management (2022-08-03),
1024663129,Scansource,scansource.com,Technology,1400,Prospect,Avaya,,"Avaya (2026-09-03), Five9 (2026-06-12), NICE CXone (2026-02-05), TalkDesk (2026-06-12)",
1024663132,IBM GBS (Global Business Services),ibm.com,Outsourcer,85000,Prospect,NICE,Calabrio,"Calabrio (2026-08-27), NICE CXone (2026-03-29), NICE inContact (2025-10-05), RingCentral (2025-11-10)",
1024663149,Ashley Furniture Industries,ashleyfurnitureindustriesllc.com,Retail,10244,Prospect,Genesys,,"Avaya (2026-06-21), Five9 (2026-03-11), Genesys (2026-06-21), Genesys Cloud (2026-06-21), NICE inContact (2026-06-21)",
1024663152,Evolent,evolent.com,Healthcare Provider,3751,Customer,Genesys,,"Avaya (2024-10-20), Genesys (2026-08-13), Genesys Cloud (2026-08-13), Genesys Cloud CX (2026-08-23), NICE inContact (2024-06-11)",
1024663177,Gainwell Technologies,gainwelltechnologies.com,,10416,Prospect,Amazon Connect,Calabrio,"Amazon Connect (2026-08-31), Calabrio (2026-08-15), Five9 (2026-01-19), NICE CXone (2026-08-30), NICE inContact (2025-09-14), Verint Workforce Management (2026-06-28)",
1024663178,Instacart,instacart.com,Other,21920,Prospect,Amazon Connect,Verint,"Amazon Connect (2026-06-02), TalkDesk (2026-06-02), Verint Workforce Management (2022-06-30)",
1024663179,CMA CGM,cma-cgm.com,,30394,Prospect,NICE,,NICE CXone (2026-07-26),
1024663180,Serco,serco.com,,50000,Prospect,NICE,Calabrio,"Avaya (2026-06-03), Calabrio (2024-11-26), Five9 (2026-06-03), Genesys (2026-06-03), Genesys Cloud (2026-06-03), NICE CXone (2026-06-03)",
1024663191,TTEC,ttec.com,Outsourcer,60000,Prospect,Five9,Aspect,"Alvaria (2026-06-09), Five9 (2026-08-27), NICE inContact (2023-05-25), RingCentral (2022-09-26)",
1024663197,S&P Global Ratings,spglobal.com,Fin Services,20000,Prospect,Avaya,Verint,"Avaya Call Management System (2024-04-11), Verint Workforce Management (2024-04-25)",
1024663205,Tech Mahindra Limited,techmahindra.com,Telco_Cable,49059,Prospect,NICE,Aspect,"Alvaria (2026-04-14), Five9 (2026-07-11), NICE CXone (2026-08-08)",
1024663210,HP,hp.com,Technology,2000,Prospect,Avaya,,"Avaya (2025-04-12), NICE inContact (2024-10-25), RingCentral (2024-02-22)",
1024663228,Startek,startek.com,Other,19907,Prospect,Genesys,,"Avaya (2022-05-17), Avaya Call Management System (2022-03-30), Avaya Experience Portal (2022-03-30), Genesys Cloud CX (2025-06-17), NICE CXone (2020-09-17)",
1024663252,AIG Life Insurance of Canada,aig.ca,Home & Auto Insurance,228,Prospect,Genesys,Verint,"Avaya (2025-08-20), Genesys (2026-07-14), Genesys Cloud (2026-07-22), Verint (2023-01-18)",
1024663257,Sharecare,sharecare.com,Software,3485,Prospect,NICE,,"Five9 (2026-07-17), NICE inContact (2026-07-17), TalkDesk (2026-07-17)",
1024663266,Qurate Retail Group,qurateretailgroup.com,Retail,28000,Prospect,Avaya,Verint,"Avaya (2023-08-16), Genesys (2022-06-23), Verint (2021-02-05)",
1024663316,NTT Data Group,nttdata.com,,45601,Prospect,NICE,,NICE inContact (2026-05-25),
1150217768,Patterson Companies,pattersoncompanies.com,Business Services,7600,Prospect,,Verint,Verint Workforce Management (2019-04-01),
1336245999,Automated Health Systems (AHS),automated-health.com,Business Services,1000,Prospect,Genesys,Calabrio,"Calabrio (2024-11-23), Five9 (2026-06-29), Genesys (2026-08-06), Genesys Cloud (2026-08-06), NICE inContact (2022-09-30)",
